,artist_id,year,country,artist_name,streams,song_name_x,genres,image
5069,6LuN9FCkKOj5PcnpouEgny,2019,australia,Khalid,74151668,"['Location', 'Young Dumb & Broke', 'Saturday Nights', 'Better', 'My Bad', 'Self', 'Bad Luck', 'Right Back', 'Hundred', 'Intro', 'Paradise', 'Free Spirit', 'Twenty One', 'Up All Night']","[""['r&b', 'pop']""]",https://i.scdn.co/image/05da6a798c59e8ab7102d77c8deb79d67a1360ed
1470,1yR65psqiazQpeM79CcGh8,2019,brazil,Marília Mendonça,697504041,"['Ausência - Ao Vivo | Acústico', 'Estranho - Ao Vivo | Acústico', 'Ciumeira - Ao Vivo', 'Bem Pior Que Eu - Ao Vivo', 'Bye Bye - Ao Vivo', 'Sem Sal - Ao Vivo', 'Passa Mal - Ao Vivo', 'Bebi Liguei - Ao Vivo', 'Amigo Emprestado - Ao Vivo', 'Love À Queima Roupa - Ao Vivo', 'Obrigado por Estragar Tudo - Ao Vivo', 'Todo Mundo Vai Sofrer - Ao Vivo', 'Serenata - Ao Vivo', 'Supera - Ao Vivo', 'Abandono de Incapaz - Ao Vivo']","[""['sertanejo']""]",https://i.scdn.co/image/1f399aa92438efbbaad112193271dd52603ab913
3198,487N2T9nIPEHrlTZLL3SQs,2019,brazil,Zé Neto & Cristiano,460556681,"['Largado As Traças - Acústico', 'Largado Às Traças - Ao Vivo', 'Status Que Eu Não Queria - Ao Vivo', 'Bebida Na Ferida - Ao Vivo', 'Notificação Preferida - Ao Vivo', 'Derreter a Aliança - Ao Vivo', 'Mulher Maravilha - Ao Vivo', 'Estado Decadente - Acústico', 'Long Neck - Acústico', 'Whisky e Gelo - Acústico', 'Sobrando Ausência - Acústico', 'Enchendo e Derramando', 'Ferida Curada', 'Bebi Minha Bicicleta (Coração Falido) - Ao Vivo', 'Barzinho Aleatório - Ao Vivo']","[""['sertanejo']""]",https://i.scdn.co/image/3531ec9e2af75b0fbe04379ee8f2add3f3b3b497
5921,7MiDcPa6UiV3In7lIM71IN,2019,brazil,Gusttavo Lima,331524175,"['Apelido Carinhoso', 'Mundo de Ilusões - Ao Vivo', 'Zé da Recaída', 'Zé da Recaída - Ao Vivo', 'Carrinho Na Areia - Ao Vivo', 'Respeita o Nosso Fim - Ao Vivo', 'Cem Mil - Ao Vivo', 'Sujeito - Ao Vivo', 'Eu Não Iria - Ao Vivo', 'Milu', 'Online', 'Quem Traiu Levou - Ao Vivo', 'Perrengue - Ao Vivo', 'Eu Vou pra Igreja - Ao Vivo', 'Caquinho - Ao Vivo', 'Carreira Solo - Ao Vivo', 'A Gente Fez Amor - Ao Vivo', 'Chora Até Perder a Fala - Ao Vivo']","[""['sertanejo']""]",https://i.scdn.co/image/04055e9c513c6f7dc0bf8673d8e770b99506040d
1248,1elUiq4X7pxej6FRlrEzjM,2019,brazil,Jorge & Mateus,190349531,"['Propaganda - Ao Vivo', 'Trincadinho - Ao Vivo', 'Terra Sem CEP - Ao Vivo', 'Tijolão - Ao Vivo', 'Cheirosa - Ao Vivo', 'Mil Anos - Recorded At Mosh Studios, São Paulo']","[""['sertanejo']""]",https://i.scdn.co/image/10922ac8c851362ca476e41dd0bc6a151c554333
5588,6uYrXgVHctAJtIdSODcyLJ,2019,brazil,Melim,190096544,"['Meu Abrigo', 'Ouvi Dizer', 'Dois Corações', 'Gelo']","[""['mpb', 'pop']""]",https://i.scdn.co/image/3b4ee1dfc0982715a292e4fcf7bd05ed2601e36a
5538,6qqNVTkY8uBg9cP3Jd7DAH,2019,canada,Billie Eilish,156910676,"['bellyache', 'ocean eyes', ""when the party's over"", 'come out and play', 'idontwannabeyouanymore', 'WHEN I WAS OLDER - Music Inspired By The Film ROMA', 'bury a friend', 'my boy', 'wish you were gay', 'bad guy', 'all the good girls go to hell', 'xanny', 'my strange addiction', 'you should see me in a crown', 'i love you', 'ilomilo', 'listen before i go', '8', 'goodbye', 'everything i wanted']","[""['pop', 'electropop']""]",https://i.scdn.co/image/2622edec99d68d1d141886be593c88cbe509f6d8
4870,66CXWjxzNUsdJxJ2JdwvnR,2019,canada,Ariana Grande,126858202,"['God is a woman', 'breathin', 'no tears left to cry', 'thank u, next', 'Santa Tell Me', 'imagine', '7 rings', ""break up with your girlfriend, i'm bored"", 'bloodline', 'needy', 'NASA', 'bad idea', 'fake smile', 'ghostin', 'in my head', 'make up', 'Last Christmas']","[""['pop', 'dance pop']""]",https://i.scdn.co/image/b1dfbe843b0b9f54ab2e588f33e7637d2dab065a
1589,246dkjvS1zLTtiykXe5h60,2019,canada,Post Malone,126052818,"['I Fall Apart', 'Better Now', 'Candy Paint', 'Wow.', 'Circles', 'Saint-Tropez', ""Hollywood's Bleeding"", 'A Thousand Bad Times', 'Allergic', ""I'm Gonna Be"", 'Myself', 'I Know', 'Internet']","[""['rap']""]",https://i.scdn.co/image/93fec27f9aac86526b9010e882037afbda4e3d5f
3402,4MCBfE4596Uoi2O4DtmEMz,2019,canada,Juice WRLD,70118700,"['Lucid Dreams', 'Armed And Dangerous', 'Robbery', 'Hear Me Calling', 'Fast', 'Empty', 'Maze', 'All Girls Are The Same', 'Legends', 'Lean Wit Me', 'Let Me Know (I Wonder Why Freestyle)', 'Make Believe', 'Flaws And Sins', 'HeMotions', 'Feeling', 'Who Shot Cupid?', 'Big', 'Syphilis', 'Black & White']","[""['rap']""]",https://i.scdn.co/image/d8e62447a338a882b490460da20e90aac6d60ae7
5070,6LuN9FCkKOj5PcnpouEgny,2019,canada,Khalid,64843593,"['Location', 'Young Dumb & Broke', 'Saturday Nights', 'Better', 'My Bad', 'Self', 'Bad Luck', 'Right Back', 'Hundred', 'Intro', 'Paradise', 'Free Spirit', 'Twenty One', 'Up All Night', ""Bluffin'"", 'Alive', 'Heaven']","[""['r&b', 'pop']""]",https://i.scdn.co/image/05da6a798c59e8ab7102d77c8deb79d67a1360ed
2669,3NH8t45zOTqzlZgBvZRjvB,2019,france,PNL,299107932,"['Au DD', 'Onizuka', 'Naha', 'Dans la légende', 'Bené', 'DA', ""Jusqu'au dernier gramme"", ""J'suis QLF"", 'Le monde ou rien', ""A l'Ammoniaque"", ""91's"", 'Je vis je visser', 'Deux frères', 'Autre monde', 'Chang', 'Blanka', 'Hasta la vista', 'Shenmue', 'Celsius', 'Menace', 'Zoulou tchaing', 'Cœurs', 'Kuta ubud', 'La misère est si belle', 'Déconnecté', ""A l'ammoniaque"", 'MOWGLI II', 'Comme pas deux', 'Bang', 'Ryuk', 'Sibérie', 'Tahia']","[""['pop', 'hip hop']""]",https://i.scdn.co/image/5183e0a003fb8679a63fbdac311df70c79bc9851
5166,6Te49r3A6f5BiIgBRxH7FH,2019,france,Ninho,232001426,"['M.I.L.S 2.0', 'Fendi', 'Un Poco', 'Binks to Binks 6', ""Goutte d'eau"", ""La vie qu'on mène"", 'Putana', ""Paris c'est magique"", 'Sans peine', 'Jeune Lossa', 'Big Pac', 'Tokarev', ""L'ancien"", 'NI', 'Outro']","[""['pop', 'hip hop']""]",https://i.scdn.co/image/3b11c1b82e510b866fa2e0935c9d9ab149d03407
3391,4LXBc13z5EWsc5N32bLxfH,2019,france,Nekfeu,141512031,"['Les étoiles vagabondes', 'Alunissons', 'Cheum', 'Takotsubo', 'Voyage léger', 'Menteur menteur', 'Premier pas', 'Le bruit qui court', 'Ciel noir', 'De mon mieux', 'Óλά Καλά', 'Koala mouillé', '1er rôle', 'On verra', 'Mauvaise graine', 'Ken Kaneki', 'Ecrire', 'Sous les nuages', 'Energie sombre', 'Natsukashii', 'Oui et non', ""Chanson d'amour"", 'Jeux vidéo et débats', 'De mes cendres', 'Dernier soupir', 'Nouvel homme', 'A la base', 'Interlude Fifty']","[""['rap', 'pop', 'hip hop']""]",https://i.scdn.co/image/4b29b23a7dc7ac866210d93d4a5287c95941696c
5798,7CUFPNi1TU8RowpnFRSsZV,2019,france,Niska,127947725,"['W.L.G', 'Giuseppe', 'Du lundi au lundi', 'Passa passa (#BooskaMechant)', 'Bâtiment', 'Mr Sal', 'Mendoza', 'Siliconé', 'La zone est minée', 'Vrai', 'Hasta Luego', 'Valise', 'Stop', 'Tellement gang', 'J’suis dans les wayes', 'Des flingues et des roses', 'Bon déjà']","[""['pop', 'hip hop']""]",https://i.scdn.co/image/928c5e2c8d787cb963fe8964dbc19f3d88e954e5
2748,3QVolfxko2UyCOtexhVTli,2019,france,Angèle,106485666,"['La thune', 'Balance ton quoi', 'Jalousie', 'La loi de Murphy', 'Ta reine', 'Nombreux', 'Les matins', 'Je veux tes yeux', 'Flemme', 'Flou', 'Perdus', 'Oui ou non', 'Tu me regardes', 'Insomnies', ""J'entends"", 'Ta reine - Version orchestrale']","[""['pop', 'variete francaise']""]",https://i.scdn.co/image/9846d65d59bfbf44534c52bcddd8ec2d70f92ff5
1356,1qQLhymHXFPtP5U8KNKsm6,2019,germany,Apache 207,392974415,"['Brot nach Hause', 'Kein Problem', 'Nicht wie du', '2 Minuten', 'Roller', 'Famous', '200 km/h', 'Kleine Hure', 'Ferrari Testarossa', 'Wieso tust Du dir das an?', 'Doch in der Nacht', 'Sex mit dir', 'Beef', 'Keine Fragen', 'Grey Goose']","[""['hip hop']""]",https://i.scdn.co/image/fc9cc19386528672abb07589b53b7b92db397042
3598,4WZGDpNwrC0vNQyl9QzF7d,2019,germany,Capital Bra,298400580,"['Berlin lebt', 'One Night Stand', '5 Songs in einer Nacht', 'Allein', 'Feuer', 'Benzema', 'Prinzessa', ""Capital Bra je m'appelle"", 'Cherry Lady', 'Cabriolet', 'Steh auf', 'Schon ok', 'Sollte so sein', 'Mexican Mafia', 'Leg', 'Kalt', 'Schwarze Locken', 'Blech', 'Für uns', 'Der Bratan bleibt der gleiche']","[""['hip hop']""]",https://i.scdn.co/image/d03852fe340cb703676ef25a2e66368c788c4b95
4755,5wyWp867LWGjFmYZXVSFnZ,2019,germany,MERO,233801934,"['Baller los', 'Hobby Hobby', 'Wolke 10', 'Jay Jay', 'Wie Buffon', 'Hops', 'Gib ihn', ""Mill'n"", 'Auf dem Weg', 'Enes Meral', 'Intro', 'Malediven', 'Olabilir', 'Mein Kopf', 'No Name', 'Meine Hand', 'QDH Family', 'Mermi Flow', 'Unikat', 'Punch']","[""['hip hop']""]",https://i.scdn.co/image/615afe66fedb5c97875da1619efd391fd0657ff1
4563,5j21TGkrNEAJe3gG9VlS34,2019,germany,Shindy,177815532,"['DODI', 'Road2Goat', 'Affalterbach', 'Nautilus', 'EFH', 'Raffaello', 'Babygirl', 'Babyblau', 'Rapsuperstar', 'Drama', 'Bietigheim Sunshine', 'Honigtopf', 'MMM', 'Shoot', 'Oud Interlude', 'Playerhater Interlude', 'Rapsuperstar Interlude', 'Tiffany']","[""['hip hop']""]",https://i.scdn.co/image/f5f8bbf2fb41a3f0cbcc90f2bedc9505e9032345
5540,6qqNVTkY8uBg9cP3Jd7DAH,2019,germany,Billie Eilish,137252811,"[""when the party's over"", 'bury a friend', 'wish you were gay', 'bad guy', 'all the good girls go to hell', 'xanny', 'my strange addiction', 'you should see me in a crown', 'i love you', 'ilomilo', 'listen before i go', '8', 'goodbye', 'everything i wanted']","[""['pop', 'electropop']""]",https://i.scdn.co/image/2622edec99d68d1d141886be593c88cbe509f6d8
5541,6qqNVTkY8uBg9cP3Jd7DAH,2019,global,Billie Eilish,3941535139,"['bellyache', 'ocean eyes', ""when the party's over"", 'come out and play', 'idontwannabeyouanymore', 'WHEN I WAS OLDER - Music Inspired By The Film ROMA', 'bury a friend', 'wish you were gay', 'bad guy', 'all the good girls go to hell', 'xanny', 'my strange addiction', 'you should see me in a crown', 'i love you', 'ilomilo', 'listen before i go', '8', 'goodbye', 'everything i wanted']","[""['pop', 'electropop']""]",https://i.scdn.co/image/2622edec99d68d1d141886be593c88cbe509f6d8
4873,66CXWjxzNUsdJxJ2JdwvnR,2019,global,Ariana Grande,3001961760,"['God is a woman', 'breathin', 'no tears left to cry', 'thank u, next', 'Santa Tell Me', 'imagine', '7 rings', ""break up with your girlfriend, i'm bored"", 'bloodline', 'needy', 'NASA', 'bad idea', 'fake smile', 'ghostin', 'in my head', 'make up', 'Last Christmas']","[""['pop', 'dance pop']""]",https://i.scdn.co/image/b1dfbe843b0b9f54ab2e588f33e7637d2dab065a
